Umsatz (ohne Soll/Haben-Kz);Soll/Haben-Kennzeichen;WKZ Umsatz;Kurs;Basis-Umsatz;WKZ Basis-Umsatz;Konto;Gegenkonto (ohne BU-Schlüssel);BU-Schlüssel;Belegdatum;Belegfeld 1;Belegfeld 2;Skonto;Buchungstext;Postensperre;Diverse Adressnummer;Geschäftspartnerbank;Sachverhalt;Zinssperre;Beleglink;Beleginfo - Art 1;Beleginfo - Inhalt 1;Beleginfo - Art 2;Beleginfo - Inhalt 2;Beleginfo - Art 3;Beleginfo - Inhalt 3;Beleginfo - Art 4;Beleginfo - Inhalt 4;Beleginfo - Art 5;Beleginfo - Inhalt 5;Beleginfo - Art 6;Beleginfo - Inhalt 6;Beleginfo - Art 7;Beleginfo - Inhalt 7;Beleginfo - Art 8;Beleginfo - Inhalt 8;KOST1 - Kostenstelle;KOST2 - Kostenstelle;Kost-Menge;EU-Land u. UStID;EU-Steuersatz;Abw. Versteuerungsart;Sachverhalt L+L;Funktionsergänzung L+L;BU 49 Hauptfunktionstyp;BU 49 Hauptfunktionsnummer;BU 49 Funktionsergänzung;Zusatzinformation - Art 1;Zusatzinformation- Inhalt 1;Zusatzinformation - Art 2;Zusatzinformation- Inhalt 2;Zusatzinformation - Art 3;Zusatzinformation- Inhalt 3;Zusatzinformation - Art 4;Zusatzinformation- Inhalt 4;Zusatzinformation - Art 5;Zusatzinformation- Inhalt 5;Zusatzinformation - Art 6;Zusatzinformation- Inhalt 6;Zusatzinformation - Art 7;Zusatzinformation- Inhalt 7;Zusatzinformation - Art 8;Zusatzinformation- Inhalt 8;Zusatzinformation - Art 9;Zusatzinformation- Inhalt 9;Zusatzinformation - Art 10;Zusatzinformation- Inhalt 10;Zusatzinformation - Art 11;Zusatzinformation- Inhalt 11;Zusatzinformation - Art 12;Zusatzinformation- Inhalt 12;Zusatzinformation - Art 13;Zusatzinformation- Inhalt 13;Zusatzinformation - Art 14;Zusatzinformation- Inhalt 14;Zusatzinformation - Art 15;Zusatzinformation- Inhalt 15;Zusatzinformation - Art 16;Zusatzinformation- Inhalt 16;Zusatzinformation - Art 17;Zusatzinformation- Inhalt 17;Zusatzinformation - Art 18;Zusatzinformation- Inhalt 18;Zusatzinformation - Art 19;Zusatzinformation- Inhalt 19;Zusatzinformation - Art 20;Zusatzinformation- Inhalt 20;Stück;Gewicht;Zahlweise;Forderungsart;Veranlagungsjahr;Zugeordnete Fälligkeit;Skontotyp;Auftragsnummer;Buchungstyp;Ust-Schlüssel (Anzahlungen);EU-Land (Anzahlungen);Sachverhalt L+L (Anzahlungen);EU-Steuersatz (Anzahlungen);Erlöskonto (Anzahlungen);Herkunft-Kz;Buchungs GUID;KOST-Datum;Mandatsreferenz;Skontosperre;Gesellschaftername;Beteiligtennummer;Identifikationsnummer;Zeichnernummer;Postensperre bis;BezeichnungSoBil-Sachverhalt;KennzeichenSoBil-Buchung;Festschreibung;Leistungsdatum;Datum Zuord. Steuerperiode;Netto;Umsatzsteuer;Leistungsdatum
0,16;"H";"";;;"";4964;70009;"";0310;"";;;"Nylas";;"";;;;BEDI ""608d29b9-085c-5672-a60c-d069e0f11d22"";"Beschreibung";"";"Umsatzsteuerprozent";"";"Name";"";;;"Nettobetrag";"";"Steuerbetrag";"";"Leistungsdatum";"03102019";"Kundennummer";"1014";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;03102019;;;;
2,83;"H";"";;;"";70010;4673;"9";0310;"3-10-2019-1054";;;"Car from airport";;"";;;;BEDI ""ce13081c-f7b9-5eb6-9dbd-24794b75a00e"";"Beschreibung";"UMI Urban Mobiblity International GmbH";"Umsatzsteuerprozent";"19";"Name";"";;;"Nettobetrag";"2,38";"Steuerbetrag";"0,45";"Leistungsdatum";"03102019";"Kundennummer";"1017";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24112019;;;;;;;;;;0;03102019;03102019;;;;
36,41;"H";"";;;"";70011;4210;"";0210;"2574EE86-0002";;;"Coworking Space";;"";;;;BEDI ""7626ca60-2e6a-5e6f-90ed-bc023ec053a9"";"Beschreibung";"Class and Coworking Inc";"Umsatzsteuerprozent";"0";"Name";"";;;"Nettobetrag";"36,41";"Steuerbetrag";"0,00";"Leistungsdatum";"02102019";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30092019;;;;;;;;;;0;02102019;02102019;;;;
0,15;"S";"";;;"";4210;70011;"";0210;"";;;"Class and Coworking Inc";;"";;;;BEDI ""7626ca60-2e6a-5e6f-90ed-bc023ec053a9"";"Beschreibung";"";"Umsatzsteuerprozent";"";"Name";"";;;"Nettobetrag";"";"Steuerbetrag";"";"Leistungsdatum";"02102019";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;02102019;;;;
1000,00;"H";"";;;"";70012;640;"";0110;"Contract-001";;;"";;"";;;;BEDI ""3d8b899b-4b7e-551e-b590-3026777c14a8"";"Beschreibung";"Herr Marc Höffl";"Umsatzsteuerprozent";"0";"Name";"";;;"Nettobetrag";"1000,00";"Steuerbetrag";"0,00";"Leistungsdatum";"01102019";"Kundennummer";"1008";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;04102019;;;;;;;;;;0;01102019;01102019;;;;
36,55;"H";"";;;"";70011;4210;"";0110;"2574EE86-0001";;;"Coworking Wednesday Thursday";;"";;;;BEDI ""73db06c4-ee59-562c-a6bc-f9340fa66e13"";"Beschreibung";"Class and Coworking Inc";"Umsatzsteuerprozent";"0";"Name";"";;;"Nettobetrag";"36,55";"Steuerbetrag";"0,00";"Leistungsdatum";"01102019";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26092019;;;;;;;;;;0;01102019;01102019;;;;
8,01;"H";"";;;"";70029;4673;"";2809;"16d745a25r920e38";;;"";;"";;;;BEDI ""9df22361-c04e-5a98-86fd-f1cf3fc1537d"";"Beschreibung";"Uber";"Umsatzsteuerprozent";"0";"Name";"";;;"Nettobetrag";"8,01";"Steuerbetrag";"0,00";"Leistungsdatum";"28092019";"Kundennummer";"1013";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24112019;;;;;;;;;;0;28092019;28092019;;;;
18,92;"H";"";;;"";70000;4964;"9";2809;"92019-95330";;;"";;"";;;;BEDI ""0e8436ab-24b4-53b9-8d0c-05c402285943"";"Beschreibung";"sevDesk GmbH";"Umsatzsteuerprozent";"19";"Name";"";;;"Nettobetrag";"15,90";"Steuerbetrag";"3,02";"Leistungsdatum";"28092019";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02102019;;;;;;;;;;0;28092019;28092019;;;;
7,31;"H";"";;;"";70029;4673;"";2709;"16d6f40bb645224d1";;;"Uber from Co-Working back";;"";;;;BEDI ""b52055bb-e0b9-54c6-a33f-90467b70f405"";"Beschreibung";"Uber";"Umsatzsteuerprozent";"0";"Name";"";;;"Nettobetrag";"7,31";"Steuerbetrag";"0,00";"Leistungsdatum";"27092019";"Kundennummer";"1013";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24112019;;;;;;;;;;0;27092019;27092019;;;;
7,31;"H";"";;;"";70029;4673;"";2709;"16d72f998e827cd9";;;"Uber to Coworking";;"";;;;BEDI ""86489383-c98c-5a89-ae37-dc37cb17c0ea"";"Beschreibung";"Uber";"Umsatzsteuerprozent";"0";"Name";"";;;"Nettobetrag";"7,31";"Steuerbetrag";"0,00";"Leistungsdatum";"27092019";"Kundennummer";"1013";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24112019;;;;;;;;;;0;27092019;27092019;;;;
18,28;"H";"";;;"";70020;4964;"";2709;"in1FMBTaCcKIYJxALVAUCTSjBy";;;"";;"";;;;BEDI ""09306ea6-fa71-50d8-887f-264ba6a6bed2"";"Beschreibung";"Notion Labs Inc";"Umsatzsteuerprozent";"0";"Name";"";;;"Nettobetrag";"18,28";"Steuerbetrag";"0,00";"Leistungsdatum";"27092019";"Kundennummer";"1015";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24092019;;;;;;;;;;0;27092019;27092019;;;;
0,09;"H";"";;;"";4964;70020;"";2709;"";;;"Notion Labs Inc";;"";;;;BEDI ""09306ea6-fa71-50d8-887f-264ba6a6bed2"";"Beschreibung";"";"Umsatzsteuerprozent";"";"Name";"";;;"Nettobetrag";"";"Steuerbetrag";"";"Leistungsdatum";"27092019";"Kundennummer";"1015";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;27092019;;;;
45,69;"H";"";;;"";70030;4210;"";2509;"co-work-williamsburg-01";;;"Co Working MoDi";;"";;;;BEDI ""acc3363b-d7c3-5ace-be56-8350ed01ff6d"";"Beschreibung";"Workspace Williamsburg";"Umsatzsteuerprozent";"0";"Name";"";;;"Nettobetrag";"45,69";"Steuerbetrag";"0,00";"Leistungsdatum";"25092019";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24112019;;;;;;;;;;0;25092019;25092019;;;;
2,99;"H";"";;;"";70031;4673;"";2509;"citi-bike-01";;;"Bike to coworking space";;"";;;;BEDI ""1bdda402-c475-5fa5-8c2b-c67d6348fb5d"";"Beschreibung";"Citi Bike";"Umsatzsteuerprozent";"0";"Name";"";;;"Nettobetrag";"2,99";"Steuerbetrag";"0,00";"Leistungsdatum";"25092019";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24112019;;;;;;;;;;0;25092019;25092019;;;;
19,39;"H";"";;;"";70022;4964;"";2309;"2225-9739";;;"";;"";;;;BEDI ""63d5f3ef-8768-5e47-a3de-77402415d667"";"Beschreibung";"ZEIT Inc";"Umsatzsteuerprozent";"0";"Name";"";;;"Nettobetrag";"19,39";"Steuerbetrag";"0,00";"Leistungsdatum";"23092019";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24092019;;;;;;;;;;0;23092019;23092019;;;;
0,18;"H";"";;;"";4964;70022;"";2309;"";;;"ZEIT Inc";;"";;;;BEDI ""63d5f3ef-8768-5e47-a3de-77402415d667"";"Beschreibung";"";"Umsatzsteuerprozent";"";"Name";"";;;"Nettobetrag";"";"Steuerbetrag";"";"Leistungsdatum";"23092019";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;23092019;;;;
40,74;"H";"";;;"";70032;4920;"";2209;"CTMMHONIU80750";;;"";;"";;;;BEDI ""9d796a0f-4e66-5338-9f2e-82934103c3c1"";"Beschreibung";"T-Mobile";"Umsatzsteuerprozent";"0";"Name";"";;;"Nettobetrag";"40,74";"Steuerbetrag";"0,00";"Leistungsdatum";"22092019";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18112019;;;;;;;;;;0;22092019;22092019;;;;
372,80;"H";"";;;"";70033;4673;"";2109;"UYTYVP";;;"Flug NYC 810";;"";;;;BEDI ""17358a1e-d633-520d-b31d-63f52230eb9d"";"Beschreibung";"Kissandfly";"Umsatzsteuerprozent";"0";"Name";"";;;"Nettobetrag";"372,80";"Steuerbetrag";"0,00";"Leistungsdatum";"21092019";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18112019;;;;;;;;;;0;21092019;21092019;;;;
49,99;"H";"";;;"";70034;4673;"9";1209;"IGTP8k";;;"Flugticket Frankfurt MA Meeting";;"";;;;BEDI ""a1fbb313-38f5-5f1e-8100-a45916755b18"";"Beschreibung";"Eurowings";"Umsatzsteuerprozent";"19";"Name";"";;;"Nettobetrag";"42,01";"Steuerbetrag";"7,98";"Leistungsdatum";"12092019";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18112019;;;;;;;;;;0;12092019;12092019;;;;
90,45;"H";"";;;"";70009;4964;"";1109;"2125-2840";;;"";;"";;;;BEDI ""14069b6b-7869-56f7-9ee6-1e822b858801"";"Beschreibung";"Nylas";"Umsatzsteuerprozent";"0";"Name";"";;;"Nettobetrag";"90,45";"Steuerbetrag";"0,00";"Leistungsdatum";"11092019";"Kundennummer";"1014";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12092019;;;;;;;;;;0;11092019;11092019;;;;
0,52;"H";"";;;"";4964;70009;"";1109;"";;;"Nylas";;"";;;;BEDI ""14069b6b-7869-56f7-9ee6-1e822b858801"";"Beschreibung";"";"Umsatzsteuerprozent";"";"Name";"";;;"Nettobetrag";"";"Steuerbetrag";"";"Leistungsdatum";"11092019";"Kundennummer";"1014";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;11092019;;;;
2110,00;"H";"";;;"";10004;2200;"";1009;"KOERPST3VJ19";;;"STEUERNR 04702031876 UMSST AUG19 52602EUR KOERPST 3VJ19 2110";;"";;;;;"Beschreibung";"Finanzamt Weinheim";"Umsatzsteuerprozent";"0";"Name";"";;;"Nettobetrag";"2110,00";"Steuerbetrag";"0,00";"Leistungsdatum";"10092019";"Kundennummer";"1019";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12122019;;;;;;;;;;0;10092019;10092019;;;;
526,02;"H";"";;;"";10004;1770;"";1009;"UMSSTAUG19";;;"STEUERNR 04702031876 UMSST AUG19 52602EUR KOERPST 3VJ19 2110";;"";;;;;"Beschreibung";"Finanzamt Weinheim";"Umsatzsteuerprozent";"0";"Name";"";;;"Nettobetrag";"526,02";"Steuerbetrag";"0,00";"Leistungsdatum";"10092019";"Kundennummer";"1019";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10092019;;;;;;;;;;0;10092019;10092019;;;;
68,05;"H";"";;;"";70035;1770;"";0909;"4702031876UMSSTJUL196805EUR";;;"STEUERNR 04702031876 UMSST JUL19 6805EUR";;"";;;;;"Beschreibung";"Finanzamt Weinheim";"Umsatzsteuerprozent";"0";"Name";"";;;"Nettobetrag";"68,05";"Steuerbetrag";"0,00";"Leistungsdatum";"09092019";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;09092019;;;;;;;;;;0;09092019;09092019;;;;
14,91;"H";"";;;"";70036;4673;"9";0909;"942069444900M00N";;;"Zum Flughafen TRIP Heimat Wareneinfang  Meeting Constellatio";;"";;;;BEDI ""ae8ae913-d02a-55fa-ab32-d50edde076d6"";"Beschreibung";"DriveNow GmbH  Co KG";"Umsatzsteuerprozent";"19";"Name";"";;;"Nettobetrag";"12,53";"Steuerbetrag";"2,38";"Leistungsdatum";"09092019";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24112019;;;;;;;;;;0;09092019;09092019;;;;
119,00;"H";"";;;"";70007;4210;"9";0609;"25126";;;"";;"";;;;BEDI ""207a8568-c106-55bf-a24f-0aab77b3e5ed"";"Beschreibung";"Factory Works GmbH";"Umsatzsteuerprozent";"19";"Name";"";;;"Nettobetrag";"100,00";"Steuerbetrag";"19,00";"Leistungsdatum";"06092019";"Kundennummer";"1004";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;04092019;;;;;;;;;;0;06092019;06092019;;;;
90,45;"H";"";;;"";70009;4964;"";0509;"2749-3410";;;"";;"";;;;BEDI ""e151836e-c7f3-531d-a2b2-8491fdc34bf8"";"Beschreibung";"Nylas";"Umsatzsteuerprozent";"0";"Name";"";;;"Nettobetrag";"90,45";"Steuerbetrag";"0,00";"Leistungsdatum";"05092019";"Kundennummer";"1014";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05092019;;;;;;;;;;0;05092019;05092019;;;;
0,73;"H";"";;;"";4964;70009;"";0509;"";;;"Nylas";;"";;;;BEDI ""e151836e-c7f3-531d-a2b2-8491fdc34bf8"";"Beschreibung";"";"Umsatzsteuerprozent";"";"Name";"";;;"Nettobetrag";"";"Steuerbetrag";"";"Leistungsdatum";"05092019";"Kundennummer";"1014";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;05092019;;;;
1000,00;"H";"";;;"";70012;640;"";0109;"Contract-001";;;"";;"";;;;BEDI ""3bf26f1e-1500-5cb9-b237-050f8a28c3fa"";"Beschreibung";"Herr Marc Höffl";"Umsatzsteuerprozent";"0";"Name";"";;;"Nettobetrag";"1000,00";"Steuerbetrag";"0,00";"Leistungsdatum";"01092019";"Kundennummer";"1008";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02092019;;;;;;;;;;0;01092019;01092019;;;;
2110,00;"H";"";;;"";10004;4320;"";0109;"kst-5vj";;;"";;"";;;;;"Beschreibung";"Finanzamt Weinheim";"Umsatzsteuerprozent";"0";"Name";"";;;"Nettobetrag";"2110,00";"Steuerbetrag";"0,00";"Leistungsdatum";"01092019";"Kundennummer";"1019";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10122019;;;;;;;;;;0;01092019;01092019;;;;
2692,35;"H";"";;;"";10006;1360;"";3008;"umbuchung-1-usd";;;"Umbuchung";;"";;;;;"Beschreibung";"Strego Ventures UG";"Umsatzsteuerprozent";"0";"Name";"";;;"Nettobetrag";"2692,35";"Steuerbetrag";"0,00";"Leistungsdatum";"30082019";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30082019;;;;;;;;;;0;30082019;30082019;;;;
20,42;"S";"";;;"";1360;10006;"";3008;"";;;"Strego Ventures UG";;"";;;;;"Beschreibung";"";"Umsatzsteuerprozent";"";"Name";"";;;"Nettobetrag";"";"Steuerbetrag";"";"Leistungsdatum";"30082019";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;30082019;;;;
18,28;"H";"";;;"";70020;4964;"";3008;"in1FAwhaCCKIYKxALVPJtVcflj";;;"";;"";;;;BEDI ""516982ee-e4f6-5153-970f-586b349429bc"";"Beschreibung";"Notion Labs Inc";"Umsatzsteuerprozent";"0";"Name";"";;;"Nettobetrag";"18,28";"Steuerbetrag";"0,00";"Leistungsdatum";"30082019";"Kundennummer";"1015";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24082019;;;;;;;;;;0;30082019;30082019;;;;
0,46;"H";"";;;"";4964;70020;"";3008;"";;;"Notion Labs Inc";;"";;;;BEDI ""516982ee-e4f6-5153-970f-586b349429bc"";"Beschreibung";"";"Umsatzsteuerprozent";"";"Name";"";;;"Nettobetrag";"";"Steuerbetrag";"";"Leistungsdatum";"30082019";"Kundennummer";"1015";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;30082019;;;;
18,92;"H";"";;;"";70000;4964;"9";2808;"92019-82700";;;"";;"";;;;BEDI ""a4c0c935-c9e5-575c-9982-271469167fc7"";"Beschreibung";"SevDesk GmbH";"Umsatzsteuerprozent";"19";"Name";"";;;"Nettobetrag";"15,90";"Steuerbetrag";"3,02";"Leistungsdatum";"28082019";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30082019;;;;;;;;;;0;28082019;28082019;;;;
18,83;"H";"";;;"";70002;4964;"";2308;"2403-6959";;;"";;"";;;;BEDI ""8e816e26-1b97-51d8-878c-7113f567ba03"";"Beschreibung";"ZEIT Inc";"Umsatzsteuerprozent";"0";"Name";"";;;"Nettobetrag";"18,83";"Steuerbetrag";"0,00";"Leistungsdatum";"23082019";"Kundennummer";"1016";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24082019;;;;;;;;;;0;23082019;23082019;;;;
0,32;"H";"";;;"";4964;70002;"";2308;"";;;"ZEIT Inc";;"";;;;BEDI ""8e816e26-1b97-51d8-878c-7113f567ba03"";"Beschreibung";"";"Umsatzsteuerprozent";"";"Name";"";;;"Nettobetrag";"";"Steuerbetrag";"";"Leistungsdatum";"23082019";"Kundennummer";"1016";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;23082019;;;;
1773,00;"H";"";;;"";70037;4320;"";1608;"501010011913Gewerbesteuer-VZ2019";;;"501010011913Gewerbesteuer-VZ 2019";;"";;;;;"Beschreibung";"Stadtverwaltung Weinheim Stadtkasse";"Umsatzsteuerprozent";"0";"Name";"";;;"Nettobetrag";"1773,00";"Steuerbetrag";"0,00";"Leistungsdatum";"16082019";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16082019;;;;;;;;;;0;16082019;16082019;;;;
119,00;"H";"";;;"";70007;4210;"9";0708;"22642";;;"";;"";;;;BEDI ""0bd2347e-83ab-5a09-b89c-86fd611f6f05"";"Beschreibung";"Factory Works GmbH";"Umsatzsteuerprozent";"19";"Name";"";;;"Nettobetrag";"100,00";"Steuerbetrag";"19,00";"Leistungsdatum";"07082019";"Kundennummer";"1004";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12082019;;;;;;;;;;0;07082019;07082019;;;;
1000,00;"H";"";;;"";70012;640;"";0108;"Contract-001";;;"";;"";;;;BEDI ""ec4778fb-b955-519d-aa74-03edb225020d"";"Beschreibung";"Herr Marc Höffl";"Umsatzsteuerprozent";"0";"Name";"";;;"Nettobetrag";"1000,00";"Steuerbetrag";"0,00";"Leistungsdatum";"01082019";"Kundennummer";"1008";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12082019;;;;;;;;;;0;01082019;01082019;;;;
18,06;"H";"";;;"";70038;4964;"";3107;"in1EzhvbCcKlYJxALVePS0AL8A";;;"";;"";;;;BEDI ""4089073a-1460-5418-a267-404e1b6e20f4"";"Beschreibung";"Notion Labs Inc";"Umsatzsteuerprozent";"0";"Name";"";;;"Nettobetrag";"18,06";"Steuerbetrag";"0,00";"Leistungsdatum";"31072019";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31072019;;;;;;;;;;0;31072019;31072019;;;;
0,13;"H";"";;;"";4964;70038;"";3107;"";;;"Notion Labs Inc";;"";;;;BEDI ""4089073a-1460-5418-a267-404e1b6e20f4"";"Beschreibung";"";"Umsatzsteuerprozent";"";"Name";"";;;"Nettobetrag";"";"Steuerbetrag";"";"Leistungsdatum";"31072019";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;31072019;;;;
89,38;"H";"";;;"";70039;4964;"";3107;"2235-9300";;;"";;"";;;;BEDI ""bd49037a-960c-5cc4-a86d-08352da95f3c"";"Beschreibung";"Nylas";"Umsatzsteuerprozent";"0";"Name";"";;;"Nettobetrag";"89,38";"Steuerbetrag";"0,00";"Leistungsdatum";"31072019";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31072019;;;;;;;;;;0;31072019;31072019;;;;
0,64;"H";"";;;"";4964;70039;"";3107;"";;;"Nylas";;"";;;;BEDI ""bd49037a-960c-5cc4-a86d-08352da95f3c"";"Beschreibung";"";"Umsatzsteuerprozent";"";"Name";"";;;"Nettobetrag";"";"Steuerbetrag";"";"Leistungsdatum";"31072019";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;31072019;;;;
2,35;"H";"";;;"";70040;4673;"9";3007;"DE-RI-2019-7-1154539";;;"Scooter für Userinterview von Bergstr zu Lemoncat";;"";;;;BEDI ""099685cc-0b6a-51d7-9f4e-132d41a95556"";"Beschreibung";"Tier Mobility GmbH";"Umsatzsteuerprozent";"19";"Name";"";;;"Nettobetrag";"1,97";"Steuerbetrag";"0,38";"Leistungsdatum";"30072019";"Kundennummer";"1010";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;30072019;30072019;;;;
18,92;"H";"";;;"";70000;4964;"9";2807;"92019-70557";;;"";;"";;;;BEDI ""d5284df9-f2dd-5591-a393-bb940b0e1972"";"Beschreibung";"sevDesk GmbH";"Umsatzsteuerprozent";"19";"Name";"";;;"Nettobetrag";"15,90";"Steuerbetrag";"3,02";"Leistungsdatum";"28072019";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12082019;;;;;;;;;;0;28072019;28072019;;;;
